"code_lac" "camp_annee" "id_campagne" "id_prelev_poisson" "id_point_prelev" "coord_x" "coord_y" "cd_proj" "date_pose" "heure_pose" "date_releve" "heure_releve" "prof_min_point_pose" "prof_max_point_pose" "strate" "species" "fish"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "127"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "121"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "130"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "120"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "123"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "237"
"ALZ81" "2017" "471" "24886" "256209" "637295" "6256426" "26" "2017.09.18" "18.26.00" "2017.09.19" "08.29.00" "0" "6" "0 - 5,9 m Pelagique" "Scardinius erythrophthalmus" "263"
"ALZ81" "2017" "471" "24887" "256210" "637295" "6256426" "26" "2017.09.19" "18.40.00" "2017.09.20" "08.40.00" "6" "12" "6 - 11,9 m Pelagique" "Salmo trutta fario" "390"
"ALZ81" "2017" "471" "24887" "256210" "637295" "6256426" "26" "2017.09.19" "18.40.00" "2017.09.20" "08.40.00" "6" "12" "6 - 11,9 m Pelagique" "Salmo trutta fario" "231"
"ALZ81" "2017" "471" "24889" "256212" "637737" "6256586" "26" "2017.09.18" "19.09.00" "2017.09.19" "08.40.00" "4.9" "4.9" "3 - 5,9 m [Protocole CEN]" "Phoxinus phoxinus" "55"
"ALZ81" "2017" "471" "24889" "256212" "637737" "6256586" "26" "2017.09.18" "19.09.00" "2017.09.19" "08.40.00" "4.9" "4.9" "3 - 5,9 m [Protocole CEN]" "Phoxinus phoxinus" "57"
"ALZ81" "2017" "471" "24889" "256212" "637737" "6256586" "26" "2017.09.18" "19.09.00" "2017.09.19" "08.40.00" "4.9" "4.9" "3 - 5,9 m [Protocole CEN]" "Gobio gobio" "77"
