"code_lac" "camp_annee" "id_campagne" "id_prelev_poisson" "id_point_prelev" "coord_x" "coord_y" "cd_proj" "date_pose" "heure_pose" "date_releve" "heure_releve" "prof_min_point_pose" "prof_max_point_pose" "cd_engin_peche" "strate" "species" "fish"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "150"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "150"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "150"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "120"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "140"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "140"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "130"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "140"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "150"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "110"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "140"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "240"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Perca fluviatilis" "140"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "50"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "50"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Sander lucioperca" "120"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Perca fluviatilis" "80"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "60"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "100"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "110"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "110"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "120"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "110"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "120"
"MAU12" "2008" "302" "16592" "242051" "NA" "NA" "NA" "2008.08.26" "NA" "2008.08.27" "NA" "NA" "NA" "FB" "3 - 5,9 m [Protocole CEN]" "Rutilus rutilus" "120"
