"code_lac" "camp_annee" "id_campagne" "id_prelev_poisson" "id_point_prelev" "coord_x" "coord_y" "cd_proj" "date_pose" "heure_pose" "date_releve" "heure_releve" "prof_min_point_pose" "prof_max_point_pose" "strate" "species" "fish"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Scardinius erythrophthalmus" "161"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "191"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "190"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "180"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "155"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "114"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "127"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "47"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "46"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "54"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "56"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "55"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "100"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "64"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "66"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Perca fluviatilis" "62"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "60"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "58"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "61"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "52"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "57"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Scardinius erythrophthalmus" "100"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Scardinius erythrophthalmus" "106"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Scardinius erythrophthalmus" "118"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "95"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "85"
"GAS14" "2011" "284" "14514" "14137" "351119" "2427958" "5" "2011.07.11" "18.35.00" "2011.07.12" "06.46.00" "1" "2.2" "< 3 m [Protocole CEN]" "Gymnocephalus cernua" "104"
